u794801,5,0,1,1
u20571756,14,4,1,4
u1400724735005233152,14,7,14,6
u342181234,10,2,10,1
u6958,0,0,0,0
u1727522635,7,0,4,0
u743696568939753475,10,2,0,7
u1041440667313078274,12,0,2,7
u48511236,10,2,10,2
u2188101931,2,7,12,7
u716361791471636480,2,1,2,1
u44196397,10,4,14,6
u47122016,16,0,2,0
u469609215,2,0,0,0
u384126992,2,4,2,4
u108977933,10,2,10,6
u1383617758508720130,16,0,1,7
u956840962713575424,12,0,16,7
u713855504393617408,2,7,2,0
u1011559160540876800,12,7,0,4
u83855918,3,0,16,0
u25660512,2,4,15,7
u45312366,14,4,14,7
u1143024633114845185,16,8,2,1
u115926128,14,7,8,7
u88667624,16,8,0,0
u148465548,3,0,3,0
u1304728654707122176,1,2,3,2
u1475499982652387328,16,7,2,4
u2667389023,2,4,0,7
u14408924,2,2,2,2
u1193983696627544065,2,4,2,4
u340445091,0,0,2,7
u1477709177346736142,10,2,16,2
u2188668342,3,0,3,2
u250188760,2,7,10,2
u48008611,16,0,7,7
u9629072,4,0,0,1
u381149705,0,8,1,8
u307629377,7,0,15,0
u1406803702950866945,12,7,12,0
u22016237,13,7,10,4
u1030921417485942784,14,7,14,7
u822845135293714433,10,2,7,0
u16303106,10,4,13,0
u822426735136350208,2,7,2,0
u2232848496,14,0,14,4
u1400945465634529288,1,2,1,2
u2414012077,1,7,11,6
u1081252025915068417,1,7,1,7
u1166752450537295873,1,4,12,0
u3697013177,14,0,2,2
u1185613800839503873,2,0,2,7
u983580450902818817,2,0,1,2
u997994342949236736,16,2,10,2
u503257759,1,7,1,4
u3336693958,9,0,9,0
u595982444,10,2,14,0
u28052098,5,0,7,0
u95329049,2,0,14,0
u89405591,2,0,14,4
u859969123102539777,3,0,2,2
u1196118763415846912,1,8,6,0
u936331435614593024,13,0,2,0
u381289719,16,1,2,0
u27193112,3,0,10,2
u1046250662,2,0,14,7
u2886337191,16,0,16,3
u25864331,16,0,10,0
u512629559,7,0,7,0
u94825605,3,0,2,7
u3233891354,16,3,14,4
u942151496,2,7,2,4
u159968349,16,4,10,2
u728709530,16,8,0,8
u60480351,10,4,10,5
u258847118,12,7,14,4
u25941665,14,4,14,7
u2248919588,10,7,10,6
u287156977,0,7,2,4
u224630721,2,1,5,0
u979347726151364608,16,7,1,7
u99665921,16,7,7,0
u1341711996287242240,10,6,10,1
u58766476,13,7,13,2
u235072498,2,7,2,0
u16055364,14,7,0,0
u747212842470891520,14,6,14,6
u625732003,11,7,3,0
u1389365682169647105,10,3,10,3
u1365388369,10,8,3,0
u18837791,2,0,10,1
u37563,2,0,7,0
u63815425,16,0,7,7
u624483823,16,8,2,1
u121255864,9,0,1,4
u90556897,14,7,14,5
u474154291,16,2,10,2
u25074746,3,0,10,4
u1308443434269708288,1,2,10,7
u1299773222800576513,14,4,1,0
u47128513,0,0,0,0
u739133515170729984,14,5,14,3
u989521438825746433,12,0,2,0
u1442604046590767113,16,2,16,1
u36743910,0,0,10,1
u14274428,14,7,14,7
u27048570,14,4,2,4
u272936200,10,2,15,0
u1201085589640089600,3,0,10,2
u886832413,1,4,12,6
u353959801,13,7,13,6
u3024767848,10,2,10,3
u47472893,12,8,1,4
u14661906,3,0,7,6
u874592708093816833,3,0,3,0
u751068588686110720,10,2,2,4
u25178222,16,1,10,1
u468450751,2,7,1,7
u243036743,2,7,10,4
u359537777,16,0,7,0
u586933624,16,0,7,0
u3285328814,2,4,1,7
u439418320,14,7,0,0
u37238862,10,2,10,0
u747469350714519552,2,1,2,1
u116219009,13,2,13,2
u36684314,16,7,2,7
u583233410,12,4,1,7
u963884836162342913,10,4,14,7
u1060953957248290821,14,7,1,7
u1463354832,14,7,10,4
u431652048,0,0,0,2
u47967527,7,0,7,0
u14238165,8,7,8,7
u851985789072408576,10,7,13,3
u605360145,10,2,10,2
u2466645955,16,4,1,0
u2389603556,1,2,7,0
u26565946,9,0,13,0
u234559391,12,7,0,0
u21114659,10,7,10,1
u39516928,1,4,2,7
u17264476,6,8,6,8
u1044937544209760257,14,7,14,0
u53096584,10,4,2,7
u809479999296335872,2,4,12,7
u937710988190765056,2,7,2,4
u1720046887,14,0,7,1
u194975681,0,0,0,7
u417053258,10,3,2,0
u350659169,10,2,10,3
u4415805073,10,2,11,7
u14849633,14,4,14,7
u254719698,16,7,10,4
u1302966575310483456,16,8,3,2
u422041712,13,0,3,0
u1167159986037936129,10,7,10,3
u2603132052,14,0,14,4
u18173452,2,0,10,7
u953369915544801283,16,8,2,7
u3074142448,16,4,1,2
u75916180,15,7,15,0
u113015471,14,0,12,7
u1147257638096388097,2,0,1,7
u479583379,10,2,16,0
u19196403,16,2,10,2
u30354991,10,4,1,7
u14573900,13,0,13,6
u35034750,10,2,7,0
u4303298356,10,2,10,7
u299650387,16,0,10,4
u29997510,14,0,16,0
u38430500,3,0,6,7
u1271007323541176321,7,0,7,4
u765553881380163584,0,0,0,1
u1163359091747672064,10,2,2,2
u1125744174752587776,12,0,7,7
u22050529,7,0,7,0
u1088582419320590336,2,0,2,7
u1068925417627795456,2,4,12,0
u61853389,12,7,15,7
u1471035349,12,4,10,1
u447342992,16,5,3,0
u356164932,2,7,16,0
u1101593096,16,8,10,6
u1192820005638987777,16,8,2,4
u6539592,8,0,10,4
u2336873018,1,7,15,7
u98047213,14,6,1,7
u816263912630996996,2,8,14,7
u320239495,12,7,10,7
u42843031,2,7,2,7
u23989927,7,0,7,0
u109647254,16,8,14,0
u3246247247,7,0,3,0
u1920750644,0,4,10,1
u94538862,16,8,7,0
u55117855,10,7,16,2
u162293874,16,0,10,3
u307540110,13,6,10,2
u804787323640680448,16,0,0,0
u22330739,14,7,0,0
u23973450,12,7,10,1
u2412958135,1,7,2,0
u1968807138,16,8,16,8
u115763683,14,7,0,0
u1029695930608611328,2,4,1,7
u982527082591866880,2,4,2,0
u718554927438520320,10,7,10,7
u975735690498596864,12,6,15,0
u901303999529312256,16,0,14,0
u300991377,12,7,12,4
u36116203,11,0,2,7
u357606935,10,2,2,4
u46786678,10,8,10,0
u816646064493170688,12,7,14,4
u22046728,2,0,2,2
u19178148,0,4,0,4
u110441210,12,0,12,4
u661403,15,4,15,4
u21207086,0,0,10,0
u311956171,2,7,12,7
u2924521080,0,4,0,7
u1088829776083570689,2,7,2,7
u376618837,11,0,3,0
u31235299,0,0,0,0
u983766318,16,3,0,1
u247476364,0,7,2,2
u267290560,2,0,14,0
u267807062,14,7,1,4
u3589968563,10,2,10,4
u35793151,10,2,2,1
u15068044,3,1,3,4
u755365986757337088,2,0,1,0
u6186292,1,4,1,7
u195459838,2,0,0,0
u49921218,14,0,1,7
u67934203,2,4,0,0
u2319350382,16,4,10,2
u908301129850736640,2,0,14,4
u153324320,10,4,10,4
u16232185,2,0,2,1
u18975155,16,0,16,0
u28414859,7,0,7,0
u1418575769215782912,1,2,1,2
u289969718,5,8,3,3
u27035865,2,0,0,7
u18762431,2,7,3,7
u970964263106940928,2,1,1,2
u1283050890732216324,0,0,14,4
u19807156,16,8,4,0
u135647562,2,7,0,0
u1306590573067866114,12,7,0,4
u27260086,3,7,7,4
u29277960,1,6,1,2
u984521262411198465,2,7,2,3
u20657343,2,7,2,7
u3363735159,10,2,7,0
u1067748582042886144,2,7,2,0
u1085641282175741952,14,0,1,0
u28785486,10,2,10,4
u380292977,14,0,2,7
u799178390829838340,10,1,2,7
u721826174733684736,2,0,1,1
u1150118898068381696,0,0,3,0
u1405158247,10,2,10,5
u943465764203515904,2,7,0,0
u19066828,13,7,10,1
u2780850314,10,2,0,0
u476582730,12,7,0,0
u323325293,2,4,2,3
u1228237230243627008,1,8,2,0
u1070298837384876033,7,0,7,0
u1173593530142359557,16,0,2,1
u102831419,2,7,3,0
u25572108,16,0,2,2
u919636741308366849,14,4,7,0
u1452807901,16,1,7,0
u16228257,10,6,10,7
u4725768919,14,7,14,0
u2554592869,16,0,14,4
u326812381,13,0,7,0
u46233559,7,7,7,7
u935779848,5,0,7,0
u3012193654,10,2,10,0
u53891615,10,6,10,6
u2359436953,15,6,15,6
u23490311,16,4,2,7
u246636372,1,4,1,6
u233266490,8,0,2,3
u1537028058,14,7,14,4
u3367334171,1,7,10,4
u1327504613667434497,16,0,2,0
u1090428913820418048,7,0,11,7
u2750548111,2,2,2,2
u15866718,2,7,2,4
u377766775,6,0,10,2
u28896955,12,7,14,6
u1350226654896005120,10,2,2,2
u27503534,12,7,10,4
u12366502,16,2,2,4
u30378270,0,2,3,4
u47362397,10,2,10,1
u311107295,12,4,1,7
u1007505793761964032,16,4,2,0
u1169879005408817153,12,0,2,0
u44418062,12,0,2,4
u161650812,0,0,7,0
u1368690036129095682,13,0,5,6
u3158071445,12,4,12,7
u812926437032390656,10,2,5,0
u116132819,2,1,2,1
u373715406,16,8,10,2
u249264590,9,7,1,2
u37860248,10,7,10,3
u767396,8,0,8,0
u130344472,1,7,15,6
u2320231093,14,7,14,7
u865185081836658688,16,8,14,5
u751844218985865216,11,7,10,1
u1444417160286064641,16,8,16,0
u719964564167749633,15,7,16,0
u1963312058,16,4,2,0
u171158446,2,7,2,4
u21083332,13,1,1,2
u147691384,7,7,7,7
u1046078437730004994,12,4,2,0
u1286341463597604864,16,7,2,0
u519072324,5,0,5,0
u39045272,1,7,1,7
u988495831358758912,12,6,12,3
u602244948,14,7,14,0
u11177042,16,2,14,0
u71281607,1,0,1,7
u1106906338704150528,2,7,12,7
u1343603158854086662,10,6,10,4
u470129898,10,0,2,4
u21385636,10,2,10,3
u967115349576617984,2,4,2,4
u214395203,14,0,1,0
u52038769,1,4,14,7
u20015311,3,0,8,1
u771606164,13,0,13,6
u939835083745255425,1,0,0,0
u1266974886184058880,13,0,2,0
u1171828029137596419,7,0,7,0
u168870903,0,6,2,0
u369843229,4,0,15,0
u36670025,3,6,7,0
u827525885246971904,14,7,14,4
u1212620179605082113,12,7,1,4
u810862406398345217,16,1,2,7
u90552683,3,0,2,3
u1838752303,1,7,1,0
u1455565766640680960,6,7,2,7
u547871798,12,4,14,0
u1239886723510931457,16,4,16,1
u1545999955,2,2,2,4
u1421638262,1,4,0,0
u34570530,10,7,7,6
u76133155,14,7,7,0
u2591320394,16,6,2,4
u2350794517,14,2,14,7
u1661058883,16,2,2,4
u292092669,16,1,9,0
u212805542,9,0,16,0
u31616024,1,2,1,2
u2195205788,13,0,3,0
u92096034,14,7,2,0
u223546666,8,0,8,6
u827915198,10,7,10,7
u909451577999724544,16,2,16,1
u775393656693850112,2,7,3,2
u76067316,10,2,1,0
u517177257,16,0,2,2
u556379155,12,0,7,0
u2215499786,2,0,0,0
u762020411601068033,14,7,10,6
u9184682,16,0,3,0
u174223715,10,7,10,7
u18039028,2,2,2,4
u86290918,0,0,10,6
u732624937295478784,10,4,1,7
u1181218312530870274,10,2,10,2
u2893927442,14,0,1,4
u1080601835461885952,16,4,2,1
u813054739936067585,14,6,0,0
u725868534,10,2,10,5
u3108351,10,3,0,2
u24261232,7,0,2,7
u269873890,7,1,7,6
u3384328197,14,7,14,4
u788884510846902272,10,4,2,7
u1330462951090900994,16,8,2,3
u36346494,2,0,2,4
u17196807,0,7,1,0
u718432209712103428,2,0,10,4
u857600679019413504,16,1,12,6
u876708692,16,4,14,7
u35855029,2,7,10,4
u55857505,10,2,1,0
u746726308651081728,2,7,2,4
u3042470970,0,0,0,7
u3003743254,14,0,2,0
u1233194297928933377,10,7,1,0
u3079891912,7,7,7,7
u224359740,15,0,15,0
u144553035,10,2,2,4
u1716121,16,8,2,7
u240815049,16,7,1,1
u1160599900268191744,11,0,2,4
u1048008104,10,3,10,1
u96999384,14,0,12,0
u1260616594209869826,10,2,10,5
u40533188,10,3,10,1
u4559961313,12,4,2,0
u452850112,10,7,2,2
u1192163793079558145,10,4,10,7
u12981872,2,0,13,0
u74752022,2,0,12,0
u91628518,16,2,10,2
u1170111458023288832,2,2,2,2
u250397632,11,0,11,0
u16840155,9,0,9,0
u28364479,8,7,8,7
u717654410,14,7,7,0
u4826209539,14,4,1,7
u1181284826,10,2,2,2
u872518859152125952,16,6,12,4
u26555611,14,7,14,4
u634423684,16,0,16,2
u31486185,0,7,2,4
u2583210447,12,3,0,0
u108899342,16,0,3,0
u33150951,7,4,7,4
u23617394,10,6,10,4
u1294246904847622145,2,7,2,4
u31137628,10,2,0,1
u2427351685,2,2,7,0
u1076944492807286784,16,4,12,0
u952087880918228992,14,7,6,5
u907697974746255362,12,4,2,7
u3670178534,13,0,13,0
u15255621,14,7,16,0
u2290819595,2,8,2,7
u20972371,16,4,0,4
u3135485645,10,2,10,4
u274700475,1,0,1,7
u1319012364671475712,5,0,1,2
u14763734,14,7,3,0
u1372027572,16,4,16,0
u7434272,16,1,7,7
u96149284,16,6,8,0
u1282206108,7,8,10,0
u236699098,4,0,7,0
u19576639,8,7,1,0
u242272620,14,0,12,7
u454127006,2,0,1,7
u22800231,10,2,10,4
u3367834983,12,7,12,0
u7138382,7,0,5,0
u232184085,14,4,14,6
u222932025,0,7,0,1
u78587111,0,0,1,0
u893046370189418496,14,0,1,0
u1769191,2,7,14,7
u109538525,2,7,10,4
u36042779,9,0,9,0
u940102295685021696,14,0,2,7
u212165919,1,4,2,3
u128297723,10,2,7,0
u1089422893270786048,2,0,14,7
u42664672,1,7,2,7
u795890560884244480,2,7,2,7
u18582998,2,4,2,7
u858866473334210560,0,0,0,0
u1239440141359300609,0,7,0,6
u2968747193,2,7,10,3
u2651796846,1,4,11,0
u61315405,10,2,0,7
u2237661503,8,0,8,0
u3078395160,2,7,2,2
u37100077,10,1,7,0
u124397553,10,1,10,4
u1085916994078195712,16,8,4,2
u611906387,0,7,10,0
u4682100312,14,4,14,7
u48529642,14,7,2,0
u546832231,14,6,14,6
u20643907,14,0,14,7
u294648971,16,6,7,5
u1417829894,13,7,1,2
u2981968107,16,0,1,7
u16630098,11,6,11,0
u1059626719978704896,10,2,10,4
u1548721730,2,4,1,4
u2596589880,12,7,12,4
u821102114,6,0,6,0
u16465385,12,0,7,0
u543954514,13,0,2,4
u16432584,10,3,8,0
u130215899,16,1,16,2
u428525085,16,7,2,0
u47087250,16,8,16,8
u3511430425,12,6,14,0
u929211084,14,7,1,7
u1221402746399662082,16,5,1,2
u108621970,11,0,2,4
u36906151,10,4,10,2
u993555096150700032,7,1,7,1
u2173030009,10,4,11,7
u3301643341,14,7,2,4
u1067795505881726977,7,0,9,6
u20847263,7,0,7,0
u216881337,10,2,10,7
u17503069,5,0,1,0
u20402945,10,2,2,7
u780575699035840512,14,7,14,7
u25110374,16,0,0,0
u237304327,10,2,10,4
u1085290065490632704,8,0,8,0
u114875442,16,2,16,8
u15248373,16,8,16,8
u1112211,16,0,14,7
u2919151,14,0,2,4
u456910776,16,1,2,7
u876398340862291968,14,6,3,0
u71064211,11,0,11,0
u942687815279800320,2,4,2,1
u56678619,16,8,13,5
u2298708613,14,0,14,7
u18839785,13,0,2,6
u222246291,10,2,16,7
u432748384,10,0,10,1
u848606882587693061,2,0,2,8
u46575796,14,4,12,7
u867721005564809216,10,2,2,7
u257198813,10,2,1,4
u99581347,1,0,10,2
u1280901258874884098,12,0,12,7
u100726816,16,0,1,2
u1092363299755311106,12,3,12,3
u17815224,2,0,2,4
u1091042849561473031,14,7,0,0
u1000921417,7,0,2,7
u759251,8,1,2,0
u1031283188,2,7,2,7
u1216817889321209856,16,0,2,2
u1004247600848035840,10,0,2,0
u362277893,3,0,0,7
u36218435,9,0,1,7
u1011190414550945794,1,5,1,5
u1403074416779665416,1,7,14,7
u124922921,16,7,0,4
u1387677726,16,7,2,3
u1179824160412880897,7,0,5,0
u228957553,12,4,2,7
u163283608,10,2,16,3
u1398183481616732161,10,2,16,0
u1025841643,12,4,0,0
u68674747,7,0,10,0
u960459029058375682,2,4,2,7
u2713954545,16,5,0,0
u1177673084,10,7,10,1
u1435988030649630725,10,2,0,0
u281814030,10,3,10,3
u3333256966,2,4,14,7
u20831552,14,4,10,1
u267817263,2,0,2,0
u1857421,4,0,1,7
u4375683675,14,2,2,0
u112479899,2,4,2,4
u76041202,2,4,2,4
u15312631,14,4,1,7
u3013038220,2,7,2,7
u1106209087,10,1,10,6
u889137438,16,7,2,4
u8932272,10,2,10,6
u23615111,10,0,1,2
u1063815936,2,4,6,0
u347965214,13,0,15,7
u861702441569361920,14,7,14,4
u25222394,2,0,2,7
u45869761,10,7,0,0
u7637292,1,4,10,1
u439138083,10,2,1,7
u2624101468,6,7,6,7
u1483070738043219974,16,2,14,8
u145296383,12,7,0,0
u954335153723183104,12,7,12,6
u837843389341122560,2,7,2,7
u1069106254927273984,2,0,2,4
u263431088,7,6,0,4
u1747350590,14,0,10,3
u1640736572,10,7,1,4
u1932982554,2,0,2,7
u4068347835,10,2,1,2
u8383522,14,4,14,6
u204412130,10,2,2,0
u2374259623,12,0,2,1
u1133168010,16,7,2,7
u2871094552,3,0,10,7
u16111910,7,0,2,2
u276799677,6,7,7,1
u852058527988428800,12,4,14,7
u1713188785,16,8,6,2
u16227629,10,0,10,6
u32539107,0,0,10,4
u2800204849,14,0,14,6
u866930936,14,0,10,1
u2546418373,2,0,2,7
u382331748,15,0,0,0
u844058359,1,2,10,2
u3053651441,7,6,1,0
u802615428711268352,14,7,2,0
u15595639,0,7,2,7
u1466829387601375233,7,4,0,0
u8111452,11,1,7,0
u1092173124681023493,16,0,2,7
u339890121,16,7,2,4
u14095344,14,2,10,3
u39250316,12,7,12,3
u17670329,10,4,10,1
u1115333244680060928,1,4,1,7
u144090338,16,0,10,3
u1924484352,10,7,2,4
u64058282,3,0,10,7
u31095945,10,4,10,4
u846427416473944064,2,4,2,4
u19947114,2,0,0,6
u753620958,10,3,10,2
u1465616899,16,4,2,4
u637251144,14,4,10,2
u1461529940,10,2,2,4
u1380758120180412416,10,2,10,0
u19968025,0,6,1,4
u117554842,16,7,16,0
u1292760397007802368,16,5,16,2
u970426727158689792,7,0,2,7
u7626982,10,1,0,0
u14143782,16,1,16,0
u1210097457025040384,14,0,14,4
u3224500311,10,1,9,0
u332185953,15,4,2,7
u856175729867935746,10,8,12,8
u985916593065476096,8,0,3,8
u319279709,16,0,10,2
u65575742,0,7,0,7
u902839045356744704,14,7,1,7
u2244891990,16,0,16,6
u208155240,10,2,2,7
u1357691999567155200,16,0,2,2
u903507217,14,7,2,1
u22463885,15,0,0,3
u135706410,1,2,1,4
u925907616,12,4,14,7
u30996479,16,8,3,0
u756129,10,6,8,6
u978566222282444800,1,7,2,8
u5750832,14,7,1,4
u145637907,10,2,1,4
u528020973,3,5,3,5
u376044283,15,0,14,1
u51687101,14,0,1,3
u925489113578573825,0,6,2,0
u1145944572,13,0,2,0
u3423735975,10,4,1,7
u808561652,16,0,2,2
u35306966,9,4,2,7
u610659001,10,7,10,3
u788065764255211520,1,7,1,7
u941062524761341952,15,0,15,0
u17572957,14,6,10,2
u2924437942,11,0,2,8
u154728787,10,2,10,1
u180993910,2,3,2,3
u5404442,16,0,16,3
u1350220454674329600,14,7,14,0
u804100399,2,7,10,7
u43139414,13,0,13,2
u1545093288,3,0,13,8
u21128635,7,0,10,3
u2237930953,12,4,0,0
u2886972634,2,1,2,0
u1217230579692908546,2,7,0,0
u223739217,7,0,0,0
u1248101584443146240,16,0,13,0
u775449094739197953,14,7,10,2
u15474568,14,7,10,4
u111422855,3,0,13,7
u45325955,0,6,0,6
u5911892,7,7,7,7
u785739140,4,0,7,0
u1633142401,12,4,4,5
u165763981,12,0,2,0
u1420665290757705730,14,0,6,2
u1103116735111032833,1,7,1,1
u45891623,16,0,10,1
u421213288,16,4,2,7
u41325048,16,0,2,5
u3039467861,1,4,2,2
u730520573701443584,10,0,11,0
u33746386,16,0,7,0
u170166816,9,0,0,0
u38177845,2,7,2,0
u43300047,10,2,8,0
u29469782,2,2,2,4
u1132563136186183680,2,7,2,1
u1023224693795381251,14,0,1,4
u14192174,10,7,7,0
u27311044,10,0,10,5
u1096777461189222401,16,5,7,0
u1316061213009346560,3,2,7,0
u2860160796,15,0,15,0
u1061770166302859264,2,0,2,1
u20811737,16,2,7,0
u1293902268979445761,16,1,0,0
u1267051110721781761,10,2,10,7
u16432203,12,4,10,0
u73389062,14,4,7,7
u1208765275878895617,2,0,2,4
u24696786,13,4,13,6
u18831926,10,2,12,7
u881615056437297152,2,4,2,2
u904523130919628801,0,0,1,0
u51832444,2,0,2,0
u90258002,12,6,2,0
u2430323502,2,0,7,0
u1155886049727524864,3,0,6,1
u22309973,6,0,14,0
u913026317574180865,4,0,2,1
u41406365,2,4,2,0
u2288772386,16,8,7,7
u3725655197,12,4,10,0
u30063770,16,2,10,2
u15458694,10,2,10,7
u626950830,12,4,2,7
u832885476306542594,14,7,1,4
u70796232,7,7,10,0
u112398730,2,0,2,0
u999068699322667008,16,0,0,0
u45297875,13,0,13,6
u1141086170635370496,1,7,1,7
u2769983813,2,4,2,0
u2995155201,12,0,2,1
u1436360289155489797,1,7,14,7
u63359297,14,4,2,0
u4561161202,2,7,7,5
u24100788,14,7,10,4
u1269068431862763525,10,2,10,7
u1408142352,2,0,14,4
u2502019975,14,7,12,4
u340350608,16,0,1,1
u1469175829,7,0,12,7
u21139586,16,2,2,7
u163409644,16,8,2,6
u20708202,2,7,10,0
u1503171794,16,5,2,4
u308552033,16,0,7,0
u748040401,11,7,7,0
u2253462178,10,4,1,0
u961231092,2,2,2,0
u186581073,16,3,5,4
u153893566,2,0,15,7
u1250977807,2,0,2,7
u1287502143000391681,10,3,10,3
u92152953,2,8,2,7
u1018962877,2,7,2,4
u134758540,10,3,13,7
u180882136,10,0,10,0
u1439271170839248898,16,6,2,0
u721723453041156097,14,2,2,4
u50393960,16,4,12,7
u15676284,16,0,10,2
u1156564906289881091,3,0,12,7
u830935388759810048,12,7,14,7
u19344825,0,0,10,3
u2955712581,2,7,14,4
u3006318438,7,7,16,6
u17427993,14,4,2,0
u40319114,16,8,8,0
u881852239656169472,14,7,2,4
u25763,1,4,1,4
u18620933,7,7,7,1
u365505986,1,7,16,5
u1331701204234199042,2,0,2,7
u53671409,2,0,4,0
u492345005,16,2,2,2
u739375182259888128,16,0,2,0
u205392468,10,7,10,4
u1483080782,2,7,14,7
u64844802,1,7,14,2
u970780136562937856,10,7,3,0
u526292934,16,0,3,0
u203652149,1,7,1,0
u10078,10,0,10,4
u1201566148258680833,16,0,16,1
u16538023,15,6,15,6
u14328711,16,8,12,2
u13727002,2,0,14,6
u158842667,12,0,12,7
u1100590124839120896,7,0,0,0
u828728154193698816,16,1,16,2
u1339546230955847685,2,2,2,2
u821301248,12,7,0,0
u258267932,14,7,10,1
u23582412,2,4,16,3
u1533844754,12,7,14,4
u472116700,1,2,2,0
u34277354,2,7,10,1
u1070767062048399361,12,0,2,4
u1081272693931102208,12,7,12,7
u23962323,12,7,16,3
u931249366634987521,0,0,7,0
u484796656,16,4,10,5
u780399461436645376,14,4,14,8
u699204595650863104,10,7,10,3
u2723963928,2,7,14,0
u22708797,2,0,2,0
u46145761,2,7,14,4
u980046830,2,0,2,2
u733534353108541440,16,2,2,0
u87473622,14,8,14,8
u816061098231296000,15,0,0,7
u1017063166784757761,2,0,12,7
u14344469,2,0,15,0
u336116660,3,0,2,0
u259925559,13,0,15,7
u910868993581436928,10,7,2,0
u223042280,16,4,2,0
u2431419187,16,0,1,7
u894982813853863938,10,2,10,6
u268424944,7,0,1,0
u923497153275707392,14,0,2,6
u1400135129130057734,10,2,0,7
u121191600,7,7,7,7
u13824412,13,0,1,0
u56828100,2,7,2,7
u4049149515,2,0,7,0
u77238935,10,0,14,4
u2922906617,1,0,1,4
u2187818839,2,0,2,7
u1583338284,2,7,10,3
u3197017998,16,8,10,7
u17178393,10,2,0,0
u176872939,10,0,10,7
u1608950586,12,0,12,1
u18491626,2,0,14,7
u1389961515705454597,16,6,2,7
u1159575937379442699,2,4,2,7
